ConditionID,ConditionName,ConceptID,PrimaryTerm
4778,MalignantNeoplasticDiseaseExceptSkin,404067008,Adipocytic liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404068003,Sclerosing liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404069006,Myxoid liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404070007,Round cell liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404071006,Pleomorphic liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404072004,Dedifferentiated liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404073009,Spindle cell liposarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404077005,Extraskeletal osteosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404079008,Extraskeletal myxoid chondrosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404080006,Extraskeletal mesenchymal chondrosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404081005,Yolk sac tumour
4778,MalignantNeoplasticDiseaseExceptSkin,404088004,Low-grade fibromyxoid sarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,404089007,Extrarenal rhabdoid tumour
4778,MalignantNeoplasticDiseaseExceptSkin,404090003,Malignant infiltration of oral cavity by underlying tumour
4778,MalignantNeoplasticDiseaseExceptSkin,404094007,Metastasis involving oral cavity
4778,MalignantNeoplasticDiseaseExceptSkin,404134006,Anaplastic large T-cell systemic malignant lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,404137004,Precursor B-cell lymphoblastic lymphoma involving skin
4778,MalignantNeoplasticDiseaseExceptSkin,404139001,Leukaemic infiltration of skin in hairy-cell leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,404147001,Follicular centre B-cell lymphoma (nodal/systemic with skin involvement)
4778,MalignantNeoplasticDiseaseExceptSkin,404148006,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)
4778,MalignantNeoplasticDiseaseExceptSkin,404149003,"Lymphoplasmacytic B-cell lymphoma, nodal/systemic with skin involvement"
4778,MalignantNeoplasticDiseaseExceptSkin,404150003,Mantle cell B-cell lymphoma (nodal/systemic with skin involvement)
4778,MalignantNeoplasticDiseaseExceptSkin,404154007,Leukaemic infiltration of skin in monocytic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,404169008,Malignant histiocytosis involving skin
4778,MalignantNeoplasticDiseaseExceptSkin,404172001,Mast cell leukaemia affecting skin
4778,MalignantNeoplasticDiseaseExceptSkin,404664002,Malignant optic glioma
4778,MalignantNeoplasticDiseaseExceptSkin,404810003,5-HT secreting neuroendocrine tumour
4778,MalignantNeoplasticDiseaseExceptSkin,405546008,Malignant pericardial effusion
4778,MalignantNeoplasticDiseaseExceptSkin,405822008,Squamous cell carcinoma of larynx
4778,MalignantNeoplasticDiseaseExceptSkin,405843009,Widespread metastatic malignant neoplastic disease
4778,MalignantNeoplasticDiseaseExceptSkin,405945003,Malignant neoplasm of metatarsal bone of foot
4778,MalignantNeoplasticDiseaseExceptSkin,408642003,Transitional cell carcinoma of kidney
4778,MalignantNeoplasticDiseaseExceptSkin,408643008,Infiltrating duct carcinoma of breast
4778,MalignantNeoplasticDiseaseExceptSkin,408644002,Adenocarcinoma of duodenum
4778,MalignantNeoplasticDiseaseExceptSkin,408645001,Adenocarcinoma of large intestine
4778,MalignantNeoplasticDiseaseExceptSkin,408646000,Adenocarcinoma of liver
4778,MalignantNeoplasticDiseaseExceptSkin,408647009,Adenocarcinoma of stomach
4778,MalignantNeoplasticDiseaseExceptSkin,408648004,Squamous cell carcinoma of epiglottis
4778,MalignantNeoplasticDiseaseExceptSkin,408649007,Squamous cell carcinoma of pharynx
4778,MalignantNeoplasticDiseaseExceptSkin,413389003,Accelerated phase chronic myeloid leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,413441006,Acute monocytic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,413442004,Acute monocytic/monoblastic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,413445002,Adenocarcinoma of appendix
4778,MalignantNeoplasticDiseaseExceptSkin,413446001,Adenocarcinoma of caecum
4778,MalignantNeoplasticDiseaseExceptSkin,413537009,Angioimmunoblastic T-cell lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,413587002,Smouldering myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,413656006,Blastic phase chronic myeloid leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,413842007,Chronic myeloid leukaemia in lymphoid blast crisis
4778,MalignantNeoplasticDiseaseExceptSkin,413843002,Chronic myeloid leukaemia in myeloid blast crisis
4778,MalignantNeoplasticDiseaseExceptSkin,413847001,Chronic phase chronic myeloid leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,414166008,"Extranodal NK/T-cell lymphoma, nasal type"
4778,MalignantNeoplasticDiseaseExceptSkin,414553000,Kappa light chain myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,414676007,Metastatic neuroblastoma of orbit proper
4778,MalignantNeoplasticDiseaseExceptSkin,414780005,Mucosa-associated lymphoid tissue (MALT) lymphoma of orbit
4778,MalignantNeoplasticDiseaseExceptSkin,414785000,Multiple solitary plasmacytomas
4778,MalignantNeoplasticDiseaseExceptSkin,414791003,"Myelodysplastic syndrome, unclassified by WHO classification"
4778,MalignantNeoplasticDiseaseExceptSkin,415076002,Personal history of primary malignant neoplasm of breast
4778,MalignantNeoplasticDiseaseExceptSkin,415077006,History of malignant neoplasm of bronchus
4778,MalignantNeoplasticDiseaseExceptSkin,415078001,"History of malignant neoplasm of ear, nose AND/OR throat"
4778,MalignantNeoplasticDiseaseExceptSkin,415079009,History of malignant neoplasm of female genital organ
4778,MalignantNeoplasticDiseaseExceptSkin,415080007,History of malignant neoplasm of gastrointestinal tract
4778,MalignantNeoplasticDiseaseExceptSkin,415081006,History of malignant neoplasm of kidney
4778,MalignantNeoplasticDiseaseExceptSkin,415082004,History of malignant neoplasm of lung
4778,MalignantNeoplasticDiseaseExceptSkin,415083009,History of malignant neoplasm of male genital organ
4778,MalignantNeoplasticDiseaseExceptSkin,415084003,History of malignant neoplasm of skin
4778,MalignantNeoplasticDiseaseExceptSkin,415085002,History of malignant neoplasm of trachea
4778,MalignantNeoplasticDiseaseExceptSkin,415086001,History of malignant neoplasm of bladder
4778,MalignantNeoplasticDiseaseExceptSkin,415087005,History of malignant neoplasm of urinary system
4778,MalignantNeoplasticDiseaseExceptSkin,415110002,Plasma cell myeloma/plasmacytoma
4778,MalignantNeoplasticDiseaseExceptSkin,415112005,Plasmacytoma
4778,MalignantNeoplasticDiseaseExceptSkin,415177008,"Primary malignant neoplasm of ear, nose AND/OR throat"
4778,MalignantNeoplasticDiseaseExceptSkin,415283002,Refractory anaemia with excess blasts-1
4778,MalignantNeoplasticDiseaseExceptSkin,415284008,Refractory anaemia with excess blasts-2
4778,MalignantNeoplasticDiseaseExceptSkin,415285009,Refractory cytopaenia with multilineage dysplasia
4778,MalignantNeoplasticDiseaseExceptSkin,415286005,Refractory cytopaenia with multilineage dysplasia and ringed sideroblasts
4778,MalignantNeoplasticDiseaseExceptSkin,415287001,Relapsing chronic myeloid leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,416274001,Primary malignant clear cell tumour of ovary
4778,MalignantNeoplasticDiseaseExceptSkin,416769008,Malignant teratoma of testis
4778,MalignantNeoplasticDiseaseExceptSkin,416842003,Malignant sacral teratoma
4778,MalignantNeoplasticDiseaseExceptSkin,416901002,Malignant medulloepithelioma of ciliary body
4778,MalignantNeoplasticDiseaseExceptSkin,417181009,Hormone receptor positive malignant neoplasm of breast
4778,MalignantNeoplasticDiseaseExceptSkin,417417007,Malignant teratoma of undescended testis
4778,MalignantNeoplasticDiseaseExceptSkin,417554000,Malignant teratoma of descended testis
4778,MalignantNeoplasticDiseaseExceptSkin,417570003,Gestational choriocarcinoma
4778,MalignantNeoplasticDiseaseExceptSkin,418011000,Surgical inferior margin involved by malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,418372008,Squamous cell carcinoma of mucous membrane of lower lip
4778,MalignantNeoplasticDiseaseExceptSkin,418529003,Secondary malignant neoplasm of lacrimal drainage structure
4778,MalignantNeoplasticDiseaseExceptSkin,418666000,Surgical superior margin involved by malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,418829009,Primary malignant neoplasm of lacrimal drainage structure
4778,MalignantNeoplasticDiseaseExceptSkin,419052002,Malignant tumour of urinary system
4778,MalignantNeoplasticDiseaseExceptSkin,419240004,Squamous cell carcinoma of mucous membrane of upper lip
4778,MalignantNeoplasticDiseaseExceptSkin,419842002,Squamous cell carcinoma of oral mucous membrane
4778,MalignantNeoplasticDiseaseExceptSkin,420186002,Surgical medial margin involved by malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,420302007,Reticulosarcoma associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,420519005,Malignant lymphoma of the eye region
4778,MalignantNeoplasticDiseaseExceptSkin,420524008,Kaposi's sarcoma associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,420788006,Primary intraocular non-Hodgkin malignant lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,420890002,Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,421246008,Precursor T-cell lymphoblastic lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,421249001,Malignant tumour of vermilion border of lip
4778,MalignantNeoplasticDiseaseExceptSkin,421283008,Primary lymphoma of brain associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,421835000,Immunoblastic lymphoma associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,422052002,Burkitt's lymphoma associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,422282000,Malignant neoplasm associated with AIDS
4778,MalignantNeoplasticDiseaseExceptSkin,422541001,Undifferentiated carcinoma of nasopharynx
4778,MalignantNeoplasticDiseaseExceptSkin,422691006,Squamous cell carcinoma of nasopharynx
4778,MalignantNeoplasticDiseaseExceptSkin,422736007,Primary malignant neoplasm of peripheral nerve
4778,MalignantNeoplasticDiseaseExceptSkin,422758009,Carcinoma of nasal meatus
4778,MalignantNeoplasticDiseaseExceptSkin,422782004,"Ovarian cancer, disseminated"
4778,MalignantNeoplasticDiseaseExceptSkin,422833009,Adenoid cystic carcinoma of salivary gland
4778,MalignantNeoplasticDiseaseExceptSkin,422853008,Lymphoma of retroperitoneal space
4778,MalignantNeoplasticDiseaseExceptSkin,422886007,Olfactory neuroblastoma
4778,MalignantNeoplasticDiseaseExceptSkin,422968005,"Non-small cell carcinoma of lung, TNM stage 3"
4778,MalignantNeoplasticDiseaseExceptSkin,423005002,Primary malignant neoplasm of lacrimal gland duct
4778,MalignantNeoplasticDiseaseExceptSkin,423032007,Leukaemic infiltration of orbit
4778,MalignantNeoplasticDiseaseExceptSkin,423038006,Polymorphous low grade adenocarcinoma of salivary gland
4778,MalignantNeoplasticDiseaseExceptSkin,423050000,"Large cell carcinoma of lung, TNM stage 2"
4778,MalignantNeoplasticDiseaseExceptSkin,423106003,Adenocarcinoma of nasopharynx
4778,MalignantNeoplasticDiseaseExceptSkin,423121009,"Non-small cell carcinoma of lung, TNM stage 4"
4778,MalignantNeoplasticDiseaseExceptSkin,423158009,Hurthle cell carcinoma of thyroid
4778,MalignantNeoplasticDiseaseExceptSkin,423189008,Adenoid cystic carcinoma of submandibular gland
4778,MalignantNeoplasticDiseaseExceptSkin,423195009,Primary malignant neoplasm of lacrimal drainage system
4778,MalignantNeoplasticDiseaseExceptSkin,423294001,Idiopathic hypereosinophilic syndrome
4778,MalignantNeoplasticDiseaseExceptSkin,423295000,"Squamous cell carcinoma of lung, TNM stage 1"
4778,MalignantNeoplasticDiseaseExceptSkin,423318000,Adenoid cystic carcinoma of oropharynx
4778,MalignantNeoplasticDiseaseExceptSkin,423348002,Secondary malignant neoplasm of lacrimal drainage system
4778,MalignantNeoplasticDiseaseExceptSkin,423384009,Secondary malignant neoplasm of lacrimal gland duct
4778,MalignantNeoplasticDiseaseExceptSkin,423424005,Mucoepidermoid carcinoma of submandibular gland
4778,MalignantNeoplasticDiseaseExceptSkin,423464009,Squamous cell carcinoma of oropharynx
4778,MalignantNeoplasticDiseaseExceptSkin,423468007,"Squamous cell carcinoma of lung, TNM stage 2"
4778,MalignantNeoplasticDiseaseExceptSkin,423595004,Adenocarcinoma carcinomatosis
4778,MalignantNeoplasticDiseaseExceptSkin,423600008,"Large cell carcinoma of lung, TNM stage 4"
4778,MalignantNeoplasticDiseaseExceptSkin,423607006,Adenocarcinoma of anus
4778,MalignantNeoplasticDiseaseExceptSkin,423610004,Rhabdomyosarcoma of connective or soft tissue
4778,MalignantNeoplasticDiseaseExceptSkin,423615009,Adenoid cystic carcinoma of parotid gland
4778,MalignantNeoplasticDiseaseExceptSkin,423627007,Sarcoma of ovary
4778,MalignantNeoplasticDiseaseExceptSkin,423673009,Malignant melanoma of retina
4778,MalignantNeoplasticDiseaseExceptSkin,423691004,Malignant neoplasm of gum and contiguous sites
4778,MalignantNeoplasticDiseaseExceptSkin,423708008,Mucoepidermoid carcinoma of salivary gland
4778,MalignantNeoplasticDiseaseExceptSkin,423746001,Adenocarcinoma of pelvis
4778,MalignantNeoplasticDiseaseExceptSkin,423793008,Mucoepidermoid carcinoma of parotid gland
4778,MalignantNeoplasticDiseaseExceptSkin,423807009,Primary leiomyosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,423812005,Sarcoma of head and neck
4778,MalignantNeoplasticDiseaseExceptSkin,423973006,"Carcinoma of uterine cervix, invasive"
4778,MalignantNeoplasticDiseaseExceptSkin,423987006,"Cancer of vulva, disseminated"
4778,MalignantNeoplasticDiseaseExceptSkin,424052001,Small cell carcinoma carcinomatosis
4778,MalignantNeoplasticDiseaseExceptSkin,424132000,"Non-small cell carcinoma of lung, TNM stage 1"
4778,MalignantNeoplasticDiseaseExceptSkin,424151006,Anaplastic glioma of brain
4778,MalignantNeoplasticDiseaseExceptSkin,424190005,Malignant melanoma of unknown origin
4778,MalignantNeoplasticDiseaseExceptSkin,424276002,Malignant glioma of brainstem
4778,MalignantNeoplasticDiseaseExceptSkin,424334007,"Malignant tumour of spinal cord, intramedullary"
4778,MalignantNeoplasticDiseaseExceptSkin,424413001,Sarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,424440001,Adenocarcinoma of small intestine
4778,MalignantNeoplasticDiseaseExceptSkin,424549003,"Malignant tumour of spinal cord, extramedullary"
4778,MalignantNeoplasticDiseaseExceptSkin,424779008,Primary Kaposi's sarcoma of oral cavity
4778,MalignantNeoplasticDiseaseExceptSkin,424849005,Primary sarcoma of tongue
4778,MalignantNeoplasticDiseaseExceptSkin,424887002,Thyroid cancer metastatic to bone
4778,MalignantNeoplasticDiseaseExceptSkin,424938000,"Large cell carcinoma of lung, TNM stage 1"
4778,MalignantNeoplasticDiseaseExceptSkin,424952003,Sarcoma of soft tissue
4778,MalignantNeoplasticDiseaseExceptSkin,424954002,Undifferentiated large cell carcinomatosis
4778,MalignantNeoplasticDiseaseExceptSkin,424970000,"Large cell carcinoma of lung, TNM stage 3"
4778,MalignantNeoplasticDiseaseExceptSkin,425048006,"Non-small cell carcinoma of lung, TNM stage 2"
4778,MalignantNeoplasticDiseaseExceptSkin,425066001,"Carcinoma of urinary bladder, invasive"
4778,MalignantNeoplasticDiseaseExceptSkin,425127006,Carcinoma ex pleomorphic adenoma of parotid gland
4778,MalignantNeoplasticDiseaseExceptSkin,425178004,Adenocarcinoma of rectosigmoid junction
4778,MalignantNeoplasticDiseaseExceptSkin,425225007,Malignant mixed tumour of salivary gland
4778,MalignantNeoplasticDiseaseExceptSkin,425230006,"Squamous cell carcinoma of lung, TNM stage 3"
4778,MalignantNeoplasticDiseaseExceptSkin,425231005,"Carcinoma of urinary bladder, superficial"
4778,MalignantNeoplasticDiseaseExceptSkin,425303004,Squamous cell carcinomatosis
4778,MalignantNeoplasticDiseaseExceptSkin,425376008,"Squamous cell carcinoma of lung, TNM stage 4"
4778,MalignantNeoplasticDiseaseExceptSkin,425657001,Osteosclerotic myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,425664004,Retinoic acid - acute promyelocytic leukaemia syndrome
4778,MalignantNeoplasticDiseaseExceptSkin,425688002,Philadelphia chromosome-positive acute lymphoblastic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,425749006,Subacute myeloid leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,425869007,"Acute promyelocytic leukaemia, FAB M3, in remission"
4778,MalignantNeoplasticDiseaseExceptSkin,425941003,Precursor B-cell acute lymphoblastic leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,426071002,Hodgkin's disease in remission
4778,MalignantNeoplasticDiseaseExceptSkin,426124006,"Acute myeloid leukaemia with maturation, FAB M2, in remission"
4778,MalignantNeoplasticDiseaseExceptSkin,426217000,Aleukaemic leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,426248008,Aleukaemic lymphoid leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,426336007,Solitary osseous myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,426370008,Subacute lymphoid leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,426642002,"Erythroleukemia, FAB M6 in remission"
4778,MalignantNeoplasticDiseaseExceptSkin,426885008,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head"
4778,MalignantNeoplasticDiseaseExceptSkin,426964009,Epidermal growth factor receptor positive non-small cell lung cancer
4778,MalignantNeoplasticDiseaseExceptSkin,427038005,Epidermal growth factor receptor negative non-small cell lung cancer
4778,MalignantNeoplasticDiseaseExceptSkin,427056005,Subacute leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,427141003,Malignant lymphoma in remission
4778,MalignantNeoplasticDiseaseExceptSkin,427492003,Hormone refractory prostate cancer
4778,MalignantNeoplasticDiseaseExceptSkin,427642009,T-cell acute lymphoblastic leukaemia in remission
4778,MalignantNeoplasticDiseaseExceptSkin,427658007,"Acute myelomonocytic leukaemia, FAB M4, in remission"
4778,MalignantNeoplasticDiseaseExceptSkin,427685000,HER2-positive carcinoma of breast
4778,MalignantNeoplasticDiseaseExceptSkin,427844008,History of malignant neoplasm of vagina
4778,MalignantNeoplasticDiseaseExceptSkin,427846005,History of B-cell lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,427918007,History of malignant neoplasm of thymus
4778,MalignantNeoplasticDiseaseExceptSkin,427920005,History of monocytic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,428046009,History of non-Hodgkins lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,428052005,History of osteosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,428053000,History of malignant basal cell neoplasm of skin
4778,MalignantNeoplasticDiseaseExceptSkin,428061005,Malignant neoplasm of brain
4778,MalignantNeoplasticDiseaseExceptSkin,428064002,History of follicular adenocarcinoma of thyroid
4778,MalignantNeoplasticDiseaseExceptSkin,428100006,Malignant neoplasm of thoracic cavity structure
4778,MalignantNeoplasticDiseaseExceptSkin,428117004,History of malignant neoplasm of mediastinum
4778,MalignantNeoplasticDiseaseExceptSkin,428262008,History of malignant neoplasm of prostate
4778,MalignantNeoplasticDiseaseExceptSkin,428281000,Malignant neoplasm of bone
4778,MalignantNeoplasticDiseaseExceptSkin,428292004,History of Kaposi's sarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,428322007,Malignant neoplasm of uterine adnexa
4778,MalignantNeoplasticDiseaseExceptSkin,428796002,Excisional biopsy of basal cell carcinoma
4778,MalignantNeoplasticDiseaseExceptSkin,428833003,History of malignant neoplasm of small bowel
4778,MalignantNeoplasticDiseaseExceptSkin,428878000,History of malignant neoplasm of thoracic cavity structure
4778,MalignantNeoplasticDiseaseExceptSkin,428880006,History of malignant neoplasm of penis
4778,MalignantNeoplasticDiseaseExceptSkin,428905002,Malignant neoplasm of gastrointestinal tract
4778,MalignantNeoplasticDiseaseExceptSkin,428941002,History of malignant neoplasm of uterine body
4778,MalignantNeoplasticDiseaseExceptSkin,428944005,History of malignant neoplasm of uterine adnexa
4778,MalignantNeoplasticDiseaseExceptSkin,428978004,History of choriocarcinoma of placenta
4778,MalignantNeoplasticDiseaseExceptSkin,429014004,History of malignant lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,429016002,History of medullary carcinoma of thyroid
4778,MalignantNeoplasticDiseaseExceptSkin,429023001,History of Ewings sarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,429024007,History of squamous cell carcinoma of skin
4778,MalignantNeoplasticDiseaseExceptSkin,429033009,Malignant neoplasm of cerebrum
4778,MalignantNeoplasticDiseaseExceptSkin,429050006,History of malignant neoplasm of skin
4778,MalignantNeoplasticDiseaseExceptSkin,429084005,History of malignant neoplasm of rectum
4778,MalignantNeoplasticDiseaseExceptSkin,429087003,History of malignant neoplasm of breast
4778,MalignantNeoplasticDiseaseExceptSkin,429089000,History of malignant neoplasm of endometrium
4778,MalignantNeoplasticDiseaseExceptSkin,429090009,History of malignant neoplasm of ovary
4778,MalignantNeoplasticDiseaseExceptSkin,429105007,History of nephroblastoma
4778,MalignantNeoplasticDiseaseExceptSkin,429144004,History of malignant mesothelioma
4778,MalignantNeoplasticDiseaseExceptSkin,429226001,History of non-small cell malignant neoplasm of lung
4778,MalignantNeoplasticDiseaseExceptSkin,429247002,History of malignant neoplasm of bone
4778,MalignantNeoplasticDiseaseExceptSkin,429254008,History of malignant neoplasm of thyroid
4778,MalignantNeoplasticDiseaseExceptSkin,429255009,History of papillary adenocarcinoma of thyroid
4778,MalignantNeoplasticDiseaseExceptSkin,429355006,History of malignant neoplasm of pleura
4778,MalignantNeoplasticDiseaseExceptSkin,429357003,History of malignant neoplasm of epididymis
4778,MalignantNeoplasticDiseaseExceptSkin,429409005,History of malignant neoplasm of tongue
4778,MalignantNeoplasticDiseaseExceptSkin,429410000,History of malignant neoplasm of oesophagus
4778,MalignantNeoplasticDiseaseExceptSkin,429444007,History of malignant neoplasm of ureter
4778,MalignantNeoplasticDiseaseExceptSkin,429484003,History of malignant neoplasm of cervix
4778,MalignantNeoplasticDiseaseExceptSkin,429635001,History of malignant neoplasm of vulva
4778,MalignantNeoplasticDiseaseExceptSkin,429699009,History of malignant neoplasm of colon
4778,MalignantNeoplasticDiseaseExceptSkin,430338009,Smouldering chronic lymphocytic leukaemia
4778,MalignantNeoplasticDiseaseExceptSkin,430556008,Malignant neoplasm of genital structure
4778,MalignantNeoplasticDiseaseExceptSkin,430621000,Malignant neoplasm of lower respiratory tract
4778,MalignantNeoplasticDiseaseExceptSkin,431396003,Human epidermal growth factor 2 negative carcinoma of breast
4778,MalignantNeoplasticDiseaseExceptSkin,431572009,History of malignant neoplasm of endocrine gland
4778,MalignantNeoplasticDiseaseExceptSkin,431573004,History of malignant neoplasm of head and/or neck
4778,MalignantNeoplasticDiseaseExceptSkin,431691000,History of malignant neoplasm of nervous system
4778,MalignantNeoplasticDiseaseExceptSkin,432007009,History of malignant mesothelioma of pleura
4778,MalignantNeoplasticDiseaseExceptSkin,432082001,Non-seminomatous malignant neoplasm of testis
4778,MalignantNeoplasticDiseaseExceptSkin,432327003,History of malignant neoplasm of spinal cord
4778,MalignantNeoplasticDiseaseExceptSkin,432328008,Neuroblastoma
4778,MalignantNeoplasticDiseaseExceptSkin,432745001,History of neuroblastoma
4778,MalignantNeoplasticDiseaseExceptSkin,433067002,Adamantinoma of femur
4778,MalignantNeoplasticDiseaseExceptSkin,434193002,History of malignant neoplasm of neck
4778,MalignantNeoplasticDiseaseExceptSkin,438946002,Siewert type I adenocarcinoma of oesophagogastric junction
4778,MalignantNeoplasticDiseaseExceptSkin,439249005,Excision of malignant neoplasm of mandible
4778,MalignantNeoplasticDiseaseExceptSkin,439478008,Siewert type III adenocarcinoma of oesophagogastric junction
4778,MalignantNeoplasticDiseaseExceptSkin,439776006,Cervical Papanicolaou smear positive for malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,439890004,Vaginal Papanicolaou smear positive for malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,439891000,Anal Papanicolaou smear positive for malignant neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,440173001,Nonsquamous nonsmall cell neoplasm of lung
4778,MalignantNeoplasticDiseaseExceptSkin,440222004,Destruction of malignant neoplasm of rectum using cryosurgery
4778,MalignantNeoplasticDiseaseExceptSkin,440239002,Destruction of malignant neoplasm of breast using microwave phased array thermoprobe
4778,MalignantNeoplasticDiseaseExceptSkin,440397000,Primary osteosarcoma of pelvis
4778,MalignantNeoplasticDiseaseExceptSkin,440422002,Asymptomatic multiple myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,440501006,Siewert type II adenocarcinoma of oesophagogastric junction
4778,MalignantNeoplasticDiseaseExceptSkin,440525003,Primary small cell neoplasm of thymus
4778,MalignantNeoplasticDiseaseExceptSkin,440527006,Primary squamous cell carcinoma of naris
4778,MalignantNeoplasticDiseaseExceptSkin,441313008,Indolent multiple myeloma
4778,MalignantNeoplasticDiseaseExceptSkin,441535001,Adenocarcinoma of head and neck
4778,MalignantNeoplasticDiseaseExceptSkin,441559006,Mantle cell lymphoma of spleen
4778,MalignantNeoplasticDiseaseExceptSkin,441962003,Large cell lymphoma of intrapelvic lymph nodes
4778,MalignantNeoplasticDiseaseExceptSkin,442537007,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection
4778,MalignantNeoplasticDiseaseExceptSkin,443144000,Metastatic sarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,443250000,Malignant fibromatous neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,443261008,Oxyphilic adenocarcinoma
4778,MalignantNeoplasticDiseaseExceptSkin,443333004,Medulloblastoma
4778,MalignantNeoplasticDiseaseExceptSkin,443439001,Malignant fibrous histiocytoma
4778,MalignantNeoplasticDiseaseExceptSkin,443487006,Mantle cell lymphoma
4778,MalignantNeoplasticDiseaseExceptSkin,443488001,Malignant neoplasm of anorectum
4778,MalignantNeoplasticDiseaseExceptSkin,443493003,Metastatic malignant melanoma
4778,MalignantNeoplasticDiseaseExceptSkin,443520009,Chondrosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,443648003,Malignant neoplasm of ear
4778,MalignantNeoplasticDiseaseExceptSkin,443675005,Seminoma
4778,MalignantNeoplasticDiseaseExceptSkin,443679004,Malignant neoplasm of skeletal system
4778,MalignantNeoplasticDiseaseExceptSkin,443719001,Leiomyosarcoma
4778,MalignantNeoplasticDiseaseExceptSkin,443895001,History of malignant neoplasm of skin excluding melanoma
4778,MalignantNeoplasticDiseaseExceptSkin,443918004,Local excision of malignant neoplasm of stomach
4778,MalignantNeoplasticDiseaseExceptSkin,443936004,Oligodendroglioma
4778,MalignantNeoplasticDiseaseExceptSkin,443937008,Mixed glioma
4778,MalignantNeoplasticDiseaseExceptSkin,443961001,Malignant adenomatous neoplasm
4778,MalignantNeoplasticDiseaseExceptSkin,444596001,Malignant thymoma
4778,MalignantNeoplasticDiseaseExceptSkin,444597005,Mucosa-associated lymphoid tissue (MALT) lymphoma of stomach
4778,MalignantNeoplasticDiseaseExceptSkin,444604002,Mixed ductal and lobular carcinoma of breast
4778,MalignantNeoplasticDiseaseExceptSkin,444700004,Surgical procedure on primary malignant neoplasm of breast
4778,MalignantNeoplasticDiseaseExceptSkin,444712000,Mucinous carcinoma of breast
4778,MalignantNeoplasticDiseaseExceptSkin,444910004,Primary mediastinal (thymic) large B-cell lymphoma
